video_id,views,likes,comments,channel_id,channel_name,date,duration,category_id,genre,subscribers,Unnamed: 11,Unnamed: 12,Unnamed: 13
HybyM8lY35E,5660006,182362,1768,UCxgAuX3XZROujMmGphN_scA,Mark Tilbury,2025-02-21 13:27:01+00:00,26,27,Finance,7740000,,,
y5WIHkSAx70,4351734,99161,2018,UC7eBNeDW1GQf2NJQ6G6gAxw,The Ramsey Show Highlights,2024-06-17 15:00:51+00:00,26,22,Finance,4530000,,,
mixBWOHQZNw,3263157,111795,1641,UCHNEWECzDTSrllTdacPUclQ,Simple Invest,2023-07-02 05:28:58+00:00,857,27,Finance,385000,,,
w8gaO1HNQnY,3600810,49547,242,UCe0EXAjyLkFuECDPMykDbtQ,Share Market ka GYAN by Moneyseth,2022-07-27 11:08:27+00:00,60,27,Finance,86900,,,
Hhod3AolKqg,3084159,167953,2325,UCgbXT2QuTj4SYxaWCs3vuAw,Your Rich BFF,2023-03-27 14:22:06+00:00,57,22,Finance,1210000,,,
T45WLa7nTjw,2702338,119255,1492,UCwVEhEzsjLym_u1he4XWFkg,Finance With Sharan,2024-06-25 12:10:41+00:00,55,24,Finance,3680000,,,
BSAe7_Nt2_U,2942112,100318,1038,UC6YjT1TJaANveVGQ4vl1CIg,Jenny Hoyos,2022-08-18 15:45:00+00:00,30,24,Finance,10600000,,,
XTGlde-Pbd8,2471742,53220,4377,UCGq-a57w-aPwyi3pW7XLiHw,The Diary Of A CEO,2025-09-15 07:00:36+00:00,7796,22,Finance,14500000,,,
3PDEGA-RzFM,2268888,188633,2198,UCBM6AwaDl8uPVAN_BUIqPUw,Dr. Anurag Aggarwal: Business Coach,2022-12-26 15:00:07+00:00,60,26,Finance,5340000,,,
CI3bw4GXy5U,2475219,87176,434,UCRzYN32xtBf3Yxsx5BvJWJw,warikoo,2023-02-04 06:30:05+00:00,35,27,Finance,6840000,,,
5tMOLQq-Gy8,4327734,102474,818,UCxgAuX3XZROujMmGphN_scA,Mark Tilbury,2025-06-17 19:32:28+00:00,12,27,Finance,7740000,,,
6s0OROj67Ek,1851211,56896,2410,UCTR1Tk8SaMO9qw930kIOMHQ,Sagar Sinha ,2025-10-21 04:30:09+00:00,1091,27,Finance,4490000,,,
KE-WJevx-7c,1806769,41222,2493,UCP9RPj_BG0vit2TNM7LuRxA,Crayon Capital,2025-06-15 03:03:50+00:00,806,22,Finance,150000,,,
VZMFp-mEWoM,1792175,65421,6178,UCOT2iLov0V7Re7ku_3UBtcQ,Hank Green,2025-08-09 19:24:53+00:00,762,22,Finance,2920000,,,
a0_-xUE12ew,1778250,54793,1141,UCPa0bvFsR1mbBpk5mIPFGLA,Vincent Chan,2025-01-12 16:00:00+00:00,1744,27,Finance,963000,,,
AkMTxMN7res,1724492,68304,2429,UCmXZxX_qexEZxhb5_vQKPCw,Aman Dhattarwal,2024-12-06 14:50:32+00:00,10665,24,Finance,4420000,,,
3X2D4NsnlzU,1603872,33335,1430,UCTR1Tk8SaMO9qw930kIOMHQ,Sagar Sinha ,2025-07-30 14:30:06+00:00,465,27,Finance,4490000,,,
ii3F0Q9bWgY,2064611,88969,226,UCzaRorDlS1gd6EROE-xGm-Q,Boss Wallah (Telugu),2023-06-15 14:30:11+00:00,60,24,Finance,5430000,,,
6ITAMQGG7WY,1692723,97396,362,UCOTGVctbHD4UJK3R6Evfx9Q,TECH-iELA Shorts,2023-05-15 13:02:03+00:00,54,28,Finance,9950000,,,
NM7DXtxqJS0,1686596,46382,145,UCtjwDWilhY7LD9KCl7QskpQ,Business Mohit,2024-07-15 00:16:31+00:00,18,27,Finance,272000,,,
o5dpgh5O7ps,2595173,62726,318,UCPXST5HrEOjSp8C7wt3jJIA,FinanceCharm,2025-08-15 00:15:04+00:00,73,22,Finance,131000,,,
tE6CwaBxuN4,1400156,29345,1064,UCbk_QsfaFZG6PdQeCvaYXJQ,Jay Shetty Podcast,2025-09-08 14:01:24+00:00,5733,27,Finance,5220000,,,
4OlH6tN-H3Y,1398097,40943,1351,UCzaRorDlS1gd6EROE-xGm-Q,Boss Wallah (Telugu),2025-06-05 15:19:51+00:00,1202,24,Finance,5430000,,,
HOdaTCHbhAU,1474241,38079,556,UCggPd3Vf9ooG2r4I_ZNWBzA,Wint Wealth,2024-12-12 09:02:01+00:00,42,24,Finance,728000,,,
oXigK0hxZzg,1568255,58151,63,UCG9c0SPsyfPipPvP3NFUvAg,Atul Agrawal ,2024-09-10 06:29:56+00:00,47,22,Finance,36500,,,
rQsy3zT4FDc,1493308,48720,634,UC_A48syjVk95mRI8OefUR7g,Himani Chaudhary,2024-05-31 15:04:22+00:00,52,27,Finance,72000,,,
81ujk1xxr38,1381125,22449,142,UCx40uOuEOo9UXReZdowt7Ng,Suresh Kumar Sharma,2023-02-24 12:30:04+00:00,59,27,Finance,356000,,,
FoeQUNASmTU,1208448,26580,2961,UCGq-a57w-aPwyi3pW7XLiHw,The Diary Of A CEO,2026-01-12 08:00:17+00:00,8103,22,Finance,14500000,,,
3CayXFc6r8Q,1353262,40499,657,UC1E1SVcVyU3ntWMSQEp38Yw,The Prof G Pod – Scott Galloway,2024-12-31 17:47:35+00:00,50,25,Finance,692000,,,
WIi5d_hQuCQ,1126013,72680,465,UCzwCEE_PchiBULMnAJqhGVg,Raj Shamani,2025-01-15 05:57:00+00:00,43,22,Finance,14400000,,,
WDKUyT1AQrw,1011327,27619,1901,UCr4XXQznhlgfzo4mwOgkF8w,Investing Simplified - Professor G,2025-01-29 17:50:00+00:00,1572,24,Finance,401000,,,
j8EvqCbaD_I,1553516,58296,1118,UC9xafGPnAr0hxZ_bYMp1JsQ,Chris Kohler,2025-10-09 18:11:50+00:00,46,22,Finance,475000,,,
lqVGBIxpYd0,989096,34728,1623,UCG3Eptha6hEISzZT7Azymdw,J U M O K E   M I  |  Finance Nerd,2025-02-16 15:59:44+00:00,968,26,Finance,75000,,,
RVYR6QxQ3OY,986948,26204,1059,UCQpPo9BNwezg54N9hMFQp6Q,Nischa,2025-12-21 13:00:52+00:00,1114,27,Finance,2070000,,,
vf6ZdsJgwvo,1096513,60221,66,UCzaRorDlS1gd6EROE-xGm-Q,Boss Wallah (Telugu),2023-04-29 15:30:09+00:00,60,24,Finance,5430000,,,
ZOSlnjDmKYQ,1720551,29587,96,UCPXST5HrEOjSp8C7wt3jJIA,FinanceCharm,2025-09-05 18:21:36+00:00,56,22,Finance,131000,,,
WErFq8LSixs,775896,17629,631,UCicwq1EAuUnic2Yxj3yiKgA,Urmila Nimbalkar,2025-03-28 12:30:58+00:00,2266,26,Finance,1680000,,,
kOeoClB5-W0,764385,20461,1455,UCq5gIhlM7Vihj1ER1-SuE4A,DEEPAK BAJAJ,2023-09-01 14:30:13+00:00,917,24,Finance,1510000,,,
QJyzMwON51E,933476,22906,93,UCwVEhEzsjLym_u1he4XWFkg,Finance With Sharan,2024-05-02 09:30:12+00:00,45,22,Finance,3680000,,,
VjgWbcpVZVw,741367,14244,1423,UC7eBNeDW1GQf2NJQ6G6gAxw,The Ramsey Show Highlights,2021-03-16 13:00:17+00:00,297,22,Finance,4530000,,,
7sEwMNtuVBQ,1099703,19711,756,UCr4XXQznhlgfzo4mwOgkF8w,Investing Simplified - Professor G,2023-02-24 15:30:01+00:00,16,24,Finance,401000,,,
bNIAi9Sm3rY,690407,17455,1332,UCFBpVaKCC0ajGps1vf0AgBg,Humphrey Yang,2025-11-28 19:00:42+00:00,1536,27,Finance,1930000,,,
Aog5U44xnKQ,671599,11887,758,UC7eBNeDW1GQf2NJQ6G6gAxw,The Ramsey Show Highlights,2024-03-11 13:00:09+00:00,2798,22,Finance,4530000,,,
bEElvs_5byk,652632,29298,1793,UC3f6OYvhpV-pmTYgikEbF1g,Miki Rai,2024-02-02 00:00:16+00:00,932,26,Finance,1390000,,,
3YAvrHHyivQ,644639,10609,442,UCzwCEE_PchiBULMnAJqhGVg,Raj Shamani,2025-01-07 14:57:11+00:00,4351,22,Finance,14400000,,,
7vJ_8BquJSs,758123,23468,597,UC5fI3kxC-ewZ6ZXEYgznM7g,Codie Sanchez,2024-07-24 15:42:59+00:00,33,24,Finance,2070000,,,
hgUk9B1SNqA,615981,11899,772,UC7ZddA__ewP3AtDefjl_tWg,I Will Teach You To Be Rich,2025-03-27 10:30:31+00:00,1023,22,Finance,1040000,,,
PnqJllk3RfA,611541,12443,422,UCbk_QsfaFZG6PdQeCvaYXJQ,Jay Shetty Podcast,2025-06-18 14:00:42+00:00,3193,27,Finance,5220000,,,
Okylg6FFeOM,664826,16068,201,UCBI57iTXtmJoaI6Ht7MgcfA,1% Club,2023-09-12 12:33:10+00:00,44,22,Finance,129000,,,
FvcCbgEPbO4,1100794,20133,1167,UCr4XXQznhlgfzo4mwOgkF8w,Investing Simplified - Professor G,2023-02-06 15:30:04+00:00,29,24,Finance,401000,,,
qmQ6QwG1b0Q,111463942,4654674,9832,UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,2023-02-10 10:34:48+00:00,56,28,Technology,22200000,,,
jyJfC1C3jJI,61764303,2462473,4671,UCsa7w3Kjl8CAbHPVoVQ903Q,TechBro,2023-09-01 11:09:22+00:00,56,22,Technology,4580000,,,
P_iSmFeizDE,32226487,1067637,3309,UCmJbw8OlRhzAXPjfVHXGndg,The Techtv,2024-11-25 12:47:38+00:00,60,24,Technology,49600,,,
njF0I_dwLGk,24632949,1178509,2282,UCsa7w3Kjl8CAbHPVoVQ903Q,TechBro,2023-08-18 15:25:45+00:00,56,22,Technology,4580000,,,
k7ZS0Udm2Do,25126865,1115939,1738,UC7T1LDwIGEAB7awKsXSBcAA,WifiEli,2024-04-11 20:07:04+00:00,55,24,Technology,1620000,,,
Vdll3kjkAJQ,18386820,1036582,1600,UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,2024-03-01 15:22:23+00:00,57,28,Technology,22200000,,,
mISvJhV8w-w,15177049,281074,8831,UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,2023-12-09 14:30:08+00:00,2410,28,Technology,22200000,,,
3olqrQtjPfc,10333071,277061,16683,UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,2025-11-22 01:52:57+00:00,1220,28,Technology,22200000,,,
VVwvQ2OyKHs,8732234,474716,2395,UCClfFsWcT3N2I7VTXXyt84A,Salem Techsperts,2023-09-25 01:12:06+00:00,60,28,Technology,2450000,,,
nf1mdrvUeHE,3587345,211866,2929,UCClfFsWcT3N2I7VTXXyt84A,Salem Techsperts,2025-03-23 21:16:00+00:00,104,28,Technology,2450000,,,
Io0OmihHPu4,2433095,133533,1229,UCClfFsWcT3N2I7VTXXyt84A,Salem Techsperts,2024-07-16 11:38:27+00:00,59,28,Technology,2450000,,,
T2Cpe0dTLsw,2240255,110656,207,UC6fVGlHVF4ucZyI8AV2qv2g,Shiv Mobile agra,2024-11-25 12:43:52+00:00,50,28,Technology,31800,,,
dG89Ri7U_d4,1992921,77149,350,UC5HSTVd7V7erZSuOo_onT6A,Stoner's Gadget Test,2023-05-21 00:00:15+00:00,39,28,Technology,8160,,,
gvp4JOLVKy0,2599079,0,2010,UCWI-ohtRu8eEeDj93hmUsUQ,Coding with Lewis,2024-04-22 18:08:54+00:00,51,28,Technology,728000,,,
l-EZpn8bvvw,1684924,58456,305,UC1ib0iF3InqkdKXd4ygNyng,TECH-BYTE,2025-09-05 05:30:31+00:00,70,28,Technology,98100,,,
dhI5IBN5VIY,2095629,108382,1136,UCClfFsWcT3N2I7VTXXyt84A,Salem Techsperts,2025-03-13 11:00:54+00:00,67,28,Technology,2450000,,,
i65DrxWYxS0,1903837,71190,599,UCedoogDGuVXkEenWiEFSB1Q,Tekno Talks,2024-03-31 02:12:46+00:00,61,28,Technology,16200,,,
ZyDYBgrIB8Q,1942483,96164,283,UCMDH3CmMtpUrhaxMVwtQXgA,Garv Khatri,2025-02-13 15:44:31+00:00,60,28,Technology,106000,,,
r08RM1l199k,1693797,101123,881,UCClfFsWcT3N2I7VTXXyt84A,Salem Techsperts,2024-11-09 19:44:56+00:00,60,28,Technology,2450000,,,
caItRsm2-oQ,1908967,25246,60,UCFOT_LtNGgoqUSTDgJ1T6ag,Sasta Gyan,2025-05-15 02:00:39+00:00,16,28,Technology,60900,,,
sGIkh8VFYIY,1530700,13242,71,UCDDRqEZyQZPRJGye7DQN6vA,Tech Meta,2022-08-09 10:47:35+00:00,8,26,Technology,24700,,,
YAi60vIcFlE,1625172,29885,388,UCCiGY0qGJ6ArOh8FpwgmxJQ,ryan,2025-09-08 19:16:47+00:00,29,22,Technology,38800,,,
VuiIR08lkK4,972161,34715,224,UCkcqmxjMXaBb0kDWqqSEU1g,Sahil & Sarra,2022-02-26 19:00:15+00:00,39,28,Technology,875000,,,
7901hzg8FtE,1226749,35732,628,UCtu_QzoqdLjRt3Nmqe7aeqg,TechSci Guy,2025-11-06 16:06:01+00:00,85,28,Technology,1790000,,,
6oW1nQOVM3Q,1277402,30811,69,UCFOT_LtNGgoqUSTDgJ1T6ag,Sasta Gyan,2025-07-11 05:00:05+00:00,30,28,Technology,60900,,,
Wap2NWlF19g,1045941,20878,346,UCCiGY0qGJ6ArOh8FpwgmxJQ,ryan,2025-09-10 21:25:04+00:00,20,22,Technology,38800,,,
ZzoSBTGa1G8,765855,46179,367,UC3dZHM0o8Gb6raWHTpaXAhQ,Brucho,2025-03-27 13:20:18+00:00,55,20,Technology,28700,,,
leP648yYmsg,896561,38508,613,UCClfFsWcT3N2I7VTXXyt84A,Salem Techsperts,2025-10-21 16:17:49+00:00,63,28,Technology,2450000,,,
U7G0hlG4ZGw,554194,12063,885,UCpYMJvt9BavzPjr0zegRmyg,DEPRAZ,2023-04-29 10:49:51+00:00,59,28,Technology,74500,,,
GdGth8bWl2s,1053211,10420,22,UCww7CkBIDir0MHvXU9f_29A,Parvez Mobile Master,2025-04-18 07:30:07+00:00,32,22,Technology,16600,,,
nrLbrlcxYgA,482848,26513,100,UCJf0bG1oyJ-gj8PnFq-0BuQ,yakoub tech,2024-06-23 15:44:02+00:00,58,22,Technology,542000,,,
rID4gnw8p2c,468199,17714,159,UCsLLoHs--G1H_0ZpQWQPLEA,Shubham Vibe,2023-11-24 12:46:13+00:00,61,22,Technology,1810,,,
6Eagkaf4dis,625898,23004,471,UCCiGY0qGJ6ArOh8FpwgmxJQ,ryan,2025-08-17 18:23:30+00:00,52,22,Technology,38800,,,
FREdD8vEeU4,533508,14874,222,UC4iXArKZkgNUadABsMKW5cQ,Ananya Gupta,2024-08-01 11:40:31+00:00,51,22,Technology,110000,,,
jLz3Ed05M6c,505234,36405,424,UCMDH3CmMtpUrhaxMVwtQXgA,Garv Khatri,2025-02-05 13:51:16+00:00,67,28,Technology,106000,,,
w22EOMwYWiI,857748,9467,19,UCoPUfEfBCDYnrOQteqte0HQ,Yodha Jatt,2025-03-26 15:09:13+00:00,20,28,Technology,12800,,,
kIGd1zUtQ2o,506038,13251,203,UCcD9e7PjjcqucrHGSD3keoA,Techy Kiran Shorts,2024-05-07 14:58:49+00:00,61,22,Technology,80900,,,
kC3Xm1l4g8o,491903,29852,461,UCMDH3CmMtpUrhaxMVwtQXgA,Garv Khatri,2025-01-23 15:43:48+00:00,55,28,Technology,106000,,,
gVYt4Q88ORs,785164,5028,12,UCvgNpwA52TUTQWqvF2PsKoA,Man of 2,2024-08-10 11:05:10+00:00,10,24,Technology,904,,,
Lam3xO6N5_Q,662848,0,40,UCejs-rXRR0Qnj8L-X28CDRA,MSquare Tech,2025-12-25 00:30:18+00:00,36,28,Technology,10600,,,
yetvYGwEZGk,608158,12725,277,UCCiGY0qGJ6ArOh8FpwgmxJQ,ryan,2025-10-02 18:14:23+00:00,22,22,Technology,38800,,,
DIfJH6cxIFo,630351,0,79,UCejs-rXRR0Qnj8L-X28CDRA,MSquare Tech,2025-12-26 00:30:11+00:00,42,28,Technology,10600,,,
QYSb2A8-VFs,575701,6621,397,UCCiGY0qGJ6ArOh8FpwgmxJQ,ryan,2025-07-03 16:55:43+00:00,30,22,Technology,38800,,,
anX6mOBLvGU,518480,8296,82,UCE8apfwm9hN3UiM6ghD_2hA,Techmask07,2024-09-23 09:33:00+00:00,25,28,Technology,1920,,,
9ZNSsZmL3Qs,531825,6131,79,UCfB7vnZtPdPtmTlG-dfw6XA,Techno  Sprint ,2024-05-06 05:39:48+00:00,42,28,Technology,793,,,
cEoamh4fDRY,540359,13575,594,UCCiGY0qGJ6ArOh8FpwgmxJQ,ryan,2025-09-26 17:05:54+00:00,37,22,Technology,38800,,,
srQwyArPnP8,284165,3347,151,UC2YKXCQ8wt1RFpQEELwILCQ,SXSW,2025-04-04 11:01:19+00:00,3234,24,Technology,359000,,,
aG8vvSh7qQA,270140,20862,354,UCn4S6ONdetkpxfuOteHVHhQ,PrathapGTech,2023-09-16 12:20:26+00:00,57,28,Technology,1490000,,,
vgEurZjYvkg,282694,9198,368,UCCiGY0qGJ6ArOh8FpwgmxJQ,ryan,2025-08-15 17:14:40+00:00,62,22,Technology,38800,,,
6Z1025yKi9A,468023,8245,220,UCCiGY0qGJ6ArOh8FpwgmxJQ,ryan,2025-08-13 13:36:26+00:00,17,22,Technology,38800,,,
O1nvNIEO8-o,1070743,26458,980,UCXUJJNoP1QupwsYIWFXmsZg,Tech Burner,2025-12-26 17:04:26+00:00,1219,28,Technology,12500000,,,
bW7z88KcBmo,965927,21205,638,UCXUJJNoP1QupwsYIWFXmsZg,Tech Burner,2025-10-17 15:58:13+00:00,1076,28,Technology,12500000,,,
wCY9Kf8tJEg,1391836,63741,469,UCOhHO2ICt0ti9KAh-QHvttQ,Technical Guruji,2025-12-31 17:19:46+00:00,128,28,Technology,23800000,,,
gkklrVa8amY,992016,62312,189,UCdp6GUwjKscp5ST4M4WgIpw,TechWiser,2025-03-06 10:09:46+00:00,121,28,Technology,2470000,,,
YC-TmFa9vf8,1349561,62329,348,UCdoDYkupTElV62K7ttA_E4w,TechBar,2026-01-07 15:25:16+00:00,75,28,Technology,5660000,,,
K8oTYatL4Qs,2285396,14859,1494,UCsTcErHg8oDvUnTzoqsYeNw,Unbox Therapy,2025-10-27 16:20:06+00:00,653,28,Technology,24600000,,,
83TiUbFY6fY,810464,9054,749,UCCsREoj8rSRkEvxWqxr74rQ,Cybernews,2026-01-10 03:54:47+00:00,1715,28,Technology,828000,,,
iGGAGqmA2ik,788558,28368,1462,UCEPL07qzVsOcHd3sMUws65g,Trakin Tech,2025-11-13 14:32:00+00:00,778,28,Technology,15400000,,,
1m9mEfSub14,1008026,48092,297,UCkm0j0CQdElEFtWw7agfOlA,Trakin Shorts,2025-10-30 12:46:22+00:00,79,28,Technology,2830000,,,
XLJJ8q6dtGI,851318,54239,254,UCBECG8Hc8rY4OKcuQ3zniFw,Tech Buffet,2025-09-29 04:30:30+00:00,101,28,Technology,800000,,,
i4539eOADEI,741251,18022,1357,UCq30pSBD9tX6d5_xT5aNPoA,Tech Master,2025-10-03 16:19:51+00:00,772,28,Technology,5070000,,,
M8J2w91Nrho,1152496,28916,623,UCuVQmkiETvqmLviDcBtQw4A,Nothing,2025-07-26 11:00:37+00:00,74,28,Technology,1220000,,,
oUqrAViJUWw,670478,21104,1183,UCEPL07qzVsOcHd3sMUws65g,Trakin Tech,2025-12-12 13:01:49+00:00,315,28,Technology,15400000,,,
e2mB6GvxLRk,644250,16093,938,UCdoDYkupTElV62K7ttA_E4w,TechBar,2025-10-11 15:28:36+00:00,577,28,Technology,5660000,,,
mGW7Mzdye1I,632458,13152,616,UCXUJJNoP1QupwsYIWFXmsZg,Tech Burner,2025-09-21 12:36:12+00:00,1093,28,Technology,12500000,,,
GNL6nKA8yJc,631428,18195,2172,UCS261lQDXjMvc8Jck-2CQEg,Gyan Therapy,2025-08-30 14:49:26+00:00,789,28,Technology,4050000,,,
NSLuR4YhcyE,623896,17766,993,UCEPL07qzVsOcHd3sMUws65g,Trakin Tech,2025-11-22 07:53:26+00:00,760,28,Technology,15400000,,,
jTzjkaEKZo8,586117,15571,1236,UCSOpcUkE-is7u7c4AkLgqTw,MrMobile [Michael Fisher],2025-07-27 04:15:10+00:00,782,28,Technology,1270000,,,
RAE5u6wAetE,572422,18379,1198,UCS261lQDXjMvc8Jck-2CQEg,Gyan Therapy,2025-11-01 15:20:05+00:00,830,28,Technology,4050000,,,
c9dUF5bXfoY,548509,25559,871,UCb-xXZ7ltTvrh9C6DgB9H-Q,Prasadtechintelugu,2025-11-14 02:30:36+00:00,1253,28,Technology,5040000,,,
ikAo-xcqKjk,758731,27341,824,UC18WQbNSfrqxlIjKeIW3bGQ,ASBYT,2025-08-05 15:06:17+00:00,83,28,Technology,1080000,,,
bwoz65nGZ34,565655,38985,156,UCON_gtDQSNnWS1gwBcqgRKg,Tech Satire,2025-01-28 13:04:15+00:00,99,28,Technology,1530000,,,
qApYWneCA5o,441372,10749,757,UCdoDYkupTElV62K7ttA_E4w,TechBar,2025-11-13 14:30:42+00:00,732,28,Technology,5660000,,,
Fqzcess0Ddc,418739,13048,851,UCEPL07qzVsOcHd3sMUws65g,Trakin Tech,2025-12-17 15:00:33+00:00,502,28,Technology,15400000,,,
ontqkZkCd6U,735197,9925,58,UCpO6x-qTGGgOAOpDSygUIqg,Mobile World ,2025-08-27 13:35:17+00:00,11,28,Technology,2540,,,
k69-ivYwEfE,346992,5352,723,UCCsREoj8rSRkEvxWqxr74rQ,Cybernews,2026-01-05 17:30:30+00:00,783,28,Technology,828000,,,
9nqB8c4jYqU,289311,5331,380,UCOhHO2ICt0ti9KAh-QHvttQ,Technical Guruji,2026-01-05 11:58:28+00:00,416,28,Technology,23800000,,,
a3gbrUSxm5k,512774,6674,238,UCJfGuPxt-VihJnjOS09oMiQ,Singular Podcast,2025-09-07 12:18:52+00:00,39,28,Technology,15900,,,
-5eNDMh7wIA,277492,11651,527,UCb-xXZ7ltTvrh9C6DgB9H-Q,Prasadtechintelugu,2025-12-06 13:38:02+00:00,808,28,Technology,5040000,,,
aA70h5SrD_Y,267198,7456,393,UCXUJJNoP1QupwsYIWFXmsZg,Tech Burner,2025-12-17 16:56:59+00:00,920,28,Technology,12500000,,,
9Epzi7RpmZ0,344508,9851,380,UCHKnV3AVMyRhb00s8si1QTQ,Versus,2025-05-12 08:31:18+00:00,65,28,Technology,497000,,,
1wvT_qB1pDE,501054,4678,79,UCOM7M4FxgLLQQlK7GgfvV8A,Technical Adda,2025-08-25 11:02:32+00:00,28,28,Technology,38900,,,
AUKS3B5YcUQ,238885,9958,1751,UCqFISg7oc-uD_7uiGEo9Tnw,TG Films Crew,2025-09-24 05:41:38+00:00,1121,24,Technology,13600,,,
Xzgvp__ABTE,349452,17848,280,UCClfFsWcT3N2I7VTXXyt84A,Salem Techsperts,2025-12-17 17:36:19+00:00,77,28,Technology,2450000,,,
xzLdWMLT9W8,409561,7038,520,UCCiGY0qGJ6ArOh8FpwgmxJQ,ryan,2025-08-04 16:49:42+00:00,22,22,Technology,38800,,,
XeQ9NamVzZc,325081,9580,493,UCf_67twWOb9eYH-HX562r6A,Redskull,2025-06-24 11:46:58+00:00,57,28,Technology,725000,,,
5SHIqU_XP3s,423245,0,72,UCYZWCSLvxmwPxZtH1K3qTrw,Techi Aadi,2025-10-08 15:30:04+00:00,13,28,Technology,14800,,,
ig8j2fMH6oQ,309567,7209,639,UCHKnV3AVMyRhb00s8si1QTQ,Versus,2025-04-28 08:00:48+00:00,46,28,Technology,497000,,,
GGIn2nknDYA,289632,3231,41,UC0twobRZwE-JI-9YqZeU2wA,Daniel - Tech Unboxing & Reviews,2024-07-31 16:40:28+00:00,22,24,Technology,24000,,,
V0infMVrVfQ,228584,18511,3749,UCKaHYFfz7S9X1tn5y7f9uvg,Harshit Technical,2025-12-04 14:51:39+00:00,91,28,Technology,573000,,,
VkLfE08xvic,351030,5285,25,UCFgMaQAche9HndChPGBICtw,JayHym,2023-09-06 03:05:20+00:00,17,26,Technology,9910,,,
lSt1uW_kvcU,275822,7146,203,UCwnmk1_SOvDwhwUWcUutGDA,NextGen Tech Bits,2025-11-14 20:55:03+00:00,45,28,Technology,19500,,,
I-sntD8dj6A,268995,8438,307,UCCiGY0qGJ6ArOh8FpwgmxJQ,ryan,2025-09-06 17:21:03+00:00,48,22,Technology,38800,,,
5PDZhG3ua4s,175838,5558,934,UCXMznyE1ibZoCXEVJxrWgTw,Tech with Benefits,2025-10-23 12:04:44+00:00,710,28,Technology,100000,,,
sZrLjceaISE,169752,3585,83,UCJ2Cfcp_JuDL0z8awXBt5Lg,VISHAL GK GYAN,2024-06-06 01:38:03+00:00,7,27,Technology,65600,,,
4F2Xnn-nDxk,311804,11195,160,UCCiGY0qGJ6ArOh8FpwgmxJQ,ryan,2026-01-05 21:00:50+00:00,70,22,Technology,38800,,,
_gOO0roO7Is,244140,6784,109,UC1ib0iF3InqkdKXd4ygNyng,TECH-BYTE,2025-01-25 12:58:27+00:00,38,28,Technology,98100,,,
uV5VYqMRA9Q,347323,3102,4,UCEpXkPq7cTm63ZdxH_RKWXw,Quantum Techy ,2026-01-06 05:31:09+00:00,28,28,Technology,49100,,,
vL_IViazKn8,245234,6940,226,UCVlMUh4WsDQvOxCJJXmWwdw,Matthew Moniz,2025-10-28 20:55:57+00:00,42,28,Technology,915000,,,
8s70X1Zf3iw,222186,14271,333,UC20sXo8ReewkzNKBFgzVCPA,Tamil Tech - MrTT,2025-12-31 10:44:55+00:00,93,28,Technology,4360000,,,
xmC1VMbS45s,309227,3036,75,UCDKnJWrGEdyNoc868aztREw,Harrison Niap,2025-05-15 14:54:29+00:00,16,22,Technology,24500,,,
jMfcBleqMgY,237990,0,60,UCejs-rXRR0Qnj8L-X28CDRA,MSquare Tech,2026-01-12 02:30:54+00:00,34,28,Technology,10600,,,
1cxvieb11ds,151435,2415,48,UCLQJB0QtBQzCSrk2o7Ucxmg,Tech With Shakir,2022-11-25 04:53:18+00:00,39,28,Technology,10100,,,
MbnK5Zshfoc,147263,6036,109,UC9p4dhCBmP5g8bojFZcLY2w,Unbox Mob,2024-10-30 03:30:01+00:00,39,28,Technology,4900,,,
yEY1uJwIolo,206084,8840,179,UCCiGY0qGJ6ArOh8FpwgmxJQ,ryan,2026-01-12 21:14:00+00:00,72,22,Technology,38800,,,
k2NqcE0MXY8,235683,4372,222,UCuVQmkiETvqmLviDcBtQw4A,Nothing,2025-07-24 11:01:16+00:00,29,28,Technology,1220000,,,
aprFzybS3zU,120724,3800,338,UCdoDYkupTElV62K7ttA_E4w,TechBar,2026-01-10 15:30:04+00:00,663,28,Technology,5660000,,,
hwIR_QIO12M,123109,5586,123,UCgz1MP6IJcjn3aoDeAGRCtQ,Techno Treat ,2024-09-08 12:16:45+00:00,45,28,Technology,973,,,
HXtVXWFDvuc,185093,5254,161,UCCiGY0qGJ6ArOh8FpwgmxJQ,ryan,2025-12-28 20:20:50+00:00,65,22,Technology,38800,,,
p0l8HnP66Ms,94613,2499,167,UCeKzu1CLJXbMxXRMgHo4B4g,CRAZY TECH GYAN,2023-10-02 10:45:04+00:00,48,28,Technology,5790,,,
34ZXshGCkAA,99057,5725,138,UCCiGY0qGJ6ArOh8FpwgmxJQ,ryan,2026-01-10 20:14:11+00:00,79,22,Technology,38800,,,
NiwHvyTs6xo,92877,3795,127,UCCiGY0qGJ6ArOh8FpwgmxJQ,ryan,2026-01-08 21:20:21+00:00,63,22,Technology,38800,,,
_6ozdaN2Lyc,54365,964,64,UCOmcA3f_RrH6b9NmcNa4tdg,CNET,2026-01-10 12:01:10+00:00,400,28,Technology,4060000,,,
hU5gUzQa3gc,74536,2086,144,UCwwuSBYcErVlOpveYubHv4g,Mark Ellis Reviews,2025-10-29 10:30:45+00:00,127,22,Technology,272000,,,
